frequency,userid,tag
2,14122,.net
2,14122,sql
49,115432,java
13,115432,python
6,115432,algorithm
5,115432,c#
5,115432,junit
3,115432,javascript
2,115432,documentation
2,115432,database
2,115432,html
2,115432,functional-programming
20,956,javascript
14,956,css
10,956,html
10,956,jquery
8,956,php
2,956,html5
2,956,ajax
1,956,.net
1,956,windows
1,956,asp.net-mvc
37,7583,c#
17,7583,.net
7,7583,xaml
3,7583,data-binding
2,7583,asp.net
2,7583,multithreading
1,7583,exception-handling
1,7583,open-source
1,7583,linq-to-sql
1,7583,model-view-controller
62,104200,objective-c
8,104200,php
7,104200,java
4,104200,osx
4,104200,multithreading
4,104200,c
3,104200,linux
3,104200,mysql
3,104200,c++
1,104200,database
16,13813,asp.net
16,13813,c#
11,13813,.net
6,13813,sql-server
3,13813,deployment
3,13813,tsql
3,13813,database
2,13813,project-management
2,13813,error-handling
2,13813,sql
9,582,objective-c
4,582,osx
2,582,linux
2,582,php
2,582,python
1,582,model-view-controller
1,582,javascript
1,582,optimization
1,582,c
5,3410,java
4,3410,project-management
2,3410,c#
2,3410,model-view-controller
2,3410,asp.net-mvc
1,3410,c
1,3410,documentation
1,3410,windows
1,3410,frameworks
1,3410,sql
4,53328,java
3,53328,php
3,53328,c#
2,53328,c
1,53328,.net
1,53328,silverlight
1,53328,graphics
1,53328,filesystems
1,53328,linux
135,33006,python
69,33006,c++
51,33006,c#
43,33006,c
30,33006,linux
29,33006,.net
24,33006,windows
24,33006,php
22,33006,java
13,33006,mysql
7,127013,java
4,127013,javascript
1,127013,software-engineering
1,127013,python
1,127013,optimization
1,127013,c++
1,127013,mysql
1,127013,google-app-engine
9,21755,java
8,21755,c
8,21755,c#
5,21755,windows
5,21755,algorithm
5,21755,c++
4,21755,sql
4,21755,linux
4,21755,asp.net
4,21755,data-structures
18,100478,objective-c
3,100478,osx
2,100478,python
1,100478,c
1,100478,c++
1,100478,multithreading
2,170352,r
90,31640,c++
9,31640,c
3,31640,linux
3,31640,multithreading
2,31640,java
2,31640,algorithm
1,31640,windows
1,31640,data-structures
1,31640,software-engineering
1,31640,visual-c++
3,94144,php
3,94144,jquery
1,94144,ajax
1,94144,javascript
39,1554,asp.net-mvc
28,1554,asp.net
21,1554,.net
21,1554,c#
4,1554,ajax
4,1554,windows
4,1554,database
4,1554,html
4,1554,javascript
3,1554,c++
6,21776,python
1,21776,c++
1,21776,optimization
10,157852,java
4,157852,c++
3,157852,postgresql
2,157852,windows
1,157852,graphics
1,157852,jboss
1,157852,sql
1,157852,jvm
1,157852,database
1,157852,data-structures
28,533,.net
26,533,c#
13,533,sql-server
7,533,sql
7,533,python
7,533,sql-server-2005
4,533,tsql
4,533,asp.net
3,533,optimization
3,533,javascript
1,72882,postgresql
1,72882,c#
66,57036,c#
49,57036,.net
14,57036,asp.net
8,57036,vb.net
4,57036,sql-server
4,57036,data-binding
2,57036,sql
2,57036,model-view-controller
1,57036,asp.net-mvc
1,57036,eclipse
15,1606,php
8,1606,mysql
3,1606,css
2,1606,jquery
2,1606,javascript
2,1606,sql
2,1606,logging
2,1606,html
1,1606,jquery-plugins
1,1606,c#
17,20504,.net
16,20504,c#
9,20504,asp.net
5,20504,jquery
3,20504,java
3,20504,javascript
2,20504,html
2,20504,software-engineering
1,20504,vb.net
1,20504,linq-to-sql
47,55164,c#
29,55164,.net
17,55164,asp.net
16,55164,sql
7,55164,database
7,55164,database-design
6,55164,vb.net
5,55164,sql-server
4,55164,opengl
4,55164,windows
20,126998,javascript
7,126998,jquery
4,126998,ajax
2,126998,html
2,126998,css
2,126998,frameworks
1,126998,php
12,70930,c++
2,70930,windows
2,70930,osx
1,70930,c
1,70930,algorithm
1,30529,c++
1,30529,multithreading
1,30529,php
1,30529,css
1,30529,javascript
1,30529,html
1,30529,asp.net
1,30529,osx
6,54964,python
5,54964,mysql
4,54964,database
3,54964,php
3,54964,osx
2,54964,javascript
2,54964,linux
2,54964,jquery
1,54964,java
1,54964,javadoc
30,4728,java
6,4728,c
4,4728,c++
3,4728,sql
2,4728,javac
1,4728,operating-system
1,4728,eclipse
1,4728,exception-handling
1,4728,indexing
1,4728,php
4,40307,php
2,40307,objective-c
2,40307,mysql
1,40307,c++
1,40307,wordpress
1,40307,c
1,40307,css
1,40307,html
1,40307,linux
5,17896,javascript
4,17896,css
3,17896,c#
3,17896,html
2,17896,jquery
2,17896,asp.net
2,17896,php
2,17896,sql-server
2,17896,mysql
1,17896,java
1,183120,algorithm
1,183120,java
720,4725,java
35,4725,multithreading
21,4725,c#
14,4725,jvm
10,4725,c++
8,4725,junit
8,4725,jar
8,4725,optimization
6,4725,exception-handling
6,4725,.net
2,106244,multithreading
2,106244,objective-c
1,106244,jquery
1,106244,php
1,106244,algorithm
31,23934,c++
10,23934,c
7,23934,algorithm
5,23934,opengl
4,23934,java
2,23934,mysql
2,23934,multithreading
2,23934,visual-c++
2,23934,data-structures
1,23934,c#
8,43965,javascript
8,43965,php
7,43965,sql
7,43965,html
7,43965,mysql
5,43965,ajax
5,43965,project-management
4,43965,jquery
4,43965,database
3,43965,asp.net
5,4828,c++
1,4828,data-structures
1,4828,vb.net
1,4828,c
1,4828,python
1,4828,.net
1,4828,c#
1,27305,jquery
1,22237,c#
1,22237,asp.net
1,22237,html
1,22237,javascript
1,22237,css
1,22237,jquery
49,2169,php
6,2169,javascript
4,2169,mysql
3,2169,sql
2,2169,error-handling
2,2169,optimization
2,2169,model-view-controller
1,2169,zend-framework
1,2169,filesystems
1,2169,database
107,48933,java
12,48933,multithreading
4,48933,c
4,48933,c++
3,48933,java-me
3,48933,jvm
3,48933,database
2,48933,tomcat
2,48933,data-structures
2,48933,c#
22,781,c#
17,781,.net
6,781,asp.net
2,781,asp.net-mvc
2,781,python
2,781,vb.net
2,781,algorithm
1,781,html
1,781,logging
1,781,sql-server-2005
2,15996,ajax
2,15996,linux
2,15996,java
2,15996,php
1,15996,c++
1,15996,javascript
1,15996,jquery
1,15996,asp.net-ajax
1,15996,filesystems
1,15996,c
4,83444,c#
2,83444,linux
2,83444,open-source
1,83444,c++
1,83444,.net
1,83444,asp.net
13,155537,c#
4,155537,.net
1,155537,windows
1,155537,java
1,155537,asp.net
1,155537,data-binding
1,155537,sql
1,155537,vb6
133,27439,java
55,27439,jquery
43,27439,javascript
36,27439,html
31,27439,css
22,27439,mysql
22,27439,php
18,27439,sql
17,27439,hibernate
16,27439,jsp
17,114996,java
7,114996,javascript
4,114996,sql
3,114996,c#
2,114996,database-design
2,114996,html
1,114996,indexing
1,114996,mysql
1,114996,.net
1,114996,css
30,183013,c#
20,183013,.net
5,183013,asp.net
4,183013,vb.net
4,183013,multithreading
4,183013,java
4,183013,c
3,183013,nhibernate
2,183013,visual-c++
2,183013,sql-server
10,82208,c#
9,82208,asp.net
2,82208,asp.net-ajax
2,82208,sql
2,82208,jquery
1,82208,jquery-plugins
1,82208,database-design
1,82208,algorithm
1,82208,tsql
1,82208,javascript
11,101090,objective-c
4,101090,php
3,101090,c++
3,101090,jquery
3,101090,c#
3,101090,css
2,101090,graphics
2,101090,.net
2,101090,vb.net
2,101090,c
2,51717,c#
2,51717,optimization
2,51717,javascript
1,51717,algorithm
1,51717,windows
1,51717,c++
1,51717,java
1,51717,mysql
1,51717,.net
1,51717,logging
8,4928,c++
1,4928,c
11,177222,c++
1,177222,optimization
1,177222,c
1,177222,data-structures
28,65714,css
27,65714,html
16,65714,javascript
14,65714,jquery
5,65714,ajax
4,65714,asp.net
3,65714,php
1,65714,project-management
1,65714,algorithm
1,65714,vb.net
1,190887,html
1,190887,css
4,10673,objective-c
34,24231,c#
24,24231,.net
12,24231,linq-to-sql
4,24231,asp.net
2,24231,asp.net-mvc
2,24231,sql
1,24231,windows-vista
1,24231,javascript
1,24231,api
1,24231,deployment
109,126039,php
27,126039,javascript
24,126039,jquery
14,126039,mysql
13,126039,html
9,126039,css
5,126039,ajax
4,126039,asp.net
2,126039,sql
2,126039,algorithm
9,46,c#
4,46,asp.net
4,46,algorithm
4,46,database
4,46,.net
4,46,c++
3,46,python
2,46,embedded-database
2,46,multithreading
2,46,asp.net-ajax
14,202083,c++
2,202083,mysql
1,202083,jquery
1,202083,python
1,202083,sql
1,202083,visual-c++
1,202083,c
1,202083,php
3,139361,mysql
1,139361,php
1,20951,sql-server-2005
1,20951,sql
1,20951,sql-server
9,67268,c#
6,67268,c
6,67268,.net
2,67268,windows-vista
1,67268,java
1,67268,windows
1,67268,javascript
1,67268,windows-services
29,100142,c#
21,100142,objective-c
12,100142,.net
7,100142,sql
5,100142,c
5,100142,c++
4,100142,windows
3,100142,asp.net
3,100142,vb.net
3,100142,osx
29,20840,python
15,20840,windows
11,20840,linux
10,20840,osx
10,20840,java
8,20840,php
8,20840,c++
5,20840,html
4,20840,javascript
2,20840,project-management
3,24895,python
2,24895,c
1,24895,functional-programming
1,24895,algorithm
1,24895,c++
3,158502,jquery
3,158502,asp.net-mvc
2,158502,c#
2,158502,php
1,158502,asp.net
1,158502,ajax
1,158502,mysql
1,158502,query-optimization
1,158502,.net
1,158502,html
16,86463,java
16,86463,javascript
4,86463,python
3,86463,asp.net
3,86463,jquery
2,86463,data-structures
2,86463,php
2,86463,html
1,86463,c#
1,86463,ajax
21,631,c#
6,631,.net
2,631,data-binding
1,631,java
1,631,windows
1,631,xaml
1,631,silverlight-2.0
44,135952,asp.net
28,135952,c#
13,135952,.net
13,135952,asp.net-mvc
11,135952,html
10,135952,sql
9,135952,jquery
7,135952,sql-server
7,135952,css
7,135952,javascript
6,189804,objective-c
1,189804,osx
209,19068,javascript
191,19068,html
85,19068,css
85,19068,php
58,19068,jquery
28,19068,ajax
23,19068,asp.net
10,19068,c#
9,19068,java
8,19068,cross-browser
6,20138,asp.net-mvc
6,20138,c#
5,20138,asp.net
2,20138,html
1,20138,.net
1,20138,javascript
12,6583,java
6,6583,.net
4,6583,eclipse
4,6583,c#
3,6583,documentation
2,6583,sql-server
2,6583,sql
2,6583,postgresql
1,6583,python
1,6583,junit
18,283739,javascript
16,283739,jquery
7,283739,html
6,283739,python
6,283739,css
6,283739,php
3,283739,django-models
2,283739,asp.net
1,283739,ajax
1,283739,frameworks
2,50603,java
2,50603,mysql
2,50603,sql
2,50603,php
1,50603,indexing
1,50603,database
1,50603,.net
1,50603,postgresql
58,51428,c#
19,51428,.net
3,51428,asp.net
2,51428,asp.net-mvc
2,51428,java
2,51428,xpath
1,51428,functional-programming
1,51428,vb.net
1,51428,html
1,51428,windows
8,108205,python
3,108205,javascript
1,108205,jquery
1,108205,php
1,108205,html
1,108205,algorithm
2,255363,javascript
1,47012,windows-vista
1,47012,optimization
6,23309,java
2,23309,java-ee
1,23309,postgresql
1,23309,sql
1,23309,software-engineering
1,23309,deployment
1,23309,c++
1,23309,jboss
1,23309,eclipse
2,151350,c#
1,151350,nhibernate
1,85952,sql-server
1,85952,.net
12,30579,c++
3,30579,c
2,30579,java
1,30579,c#
1,30579,python
1,30579,algorithm
1,30579,visual-c++
1,30579,data-structures
65,2424,asp.net
65,2424,c#
45,2424,.net
39,2424,sql-server
38,2424,sql
22,2424,database
19,2424,html
14,2424,css
13,2424,php
12,2424,database-design
11,8355,windows
6,8355,c++
2,8355,html
2,8355,api
2,8355,python
1,8355,data-structures
1,8355,sql
1,8355,recursion
1,8355,java
1,8355,c#
148,18747,sql
54,18747,plsql
49,18747,database
26,18747,sql-server
20,18747,database-design
10,18747,mysql
9,18747,indexing
9,18747,optimization
6,18747,tsql
4,18747,postgresql
1,38256,php
1,38256,ajax
22,119280,sql
14,119280,javascript
13,119280,sql-server
12,119280,java
8,119280,tsql
8,119280,html
8,119280,c++
7,119280,mysql
6,119280,php
6,119280,linux
85,61974,c#
39,61974,python
29,61974,.net
27,61974,sql
22,61974,mysql
21,61974,java
15,61974,asp.net
14,61974,c
14,61974,javascript
12,61974,html
9,127947,java
3,127947,c++
2,127947,linux
1,127947,asp.net
1,127947,software-engineering
1,127947,multithreading
1,127947,vb.net
1,127947,open-source
1,127947,eclipse
1,127947,python
34,3853,c++
15,3853,windows
10,3853,c
6,3853,visual-c++
2,3853,documentation
2,3853,java
1,3853,frameworks
1,3853,c#
1,3853,error-handling
1,3853,html
4,73297,javascript
2,73297,java
2,73297,c
2,73297,objective-c
1,73297,asp.net-mvc
1,73297,assembly
1,73297,logging
1,73297,asp.net
1,73297,jquery
1,73297,python
2,245603,r
18,84378,java
2,84378,c++
2,84378,c
1,84378,php
1,84378,silverlight
1,84378,sql
1,84378,opengl
1,84378,linux
22,49048,c#
17,49048,php
8,49048,.net
7,49048,asp.net
3,49048,java
2,49048,database-design
2,49048,c
2,49048,database
2,49048,recursion
2,49048,vb.net
27,65843,c#
19,65843,asp.net
15,65843,.net
7,65843,jquery
6,65843,javascript
5,65843,sql
5,65843,linq-to-sql
4,65843,css
3,65843,html
3,65843,mysql
34,233,c#
29,233,.net
6,233,windows
6,233,sql
5,233,sql-server
5,233,asp.net
5,233,xaml
4,233,multithreading
4,233,logging
3,233,database
14,41543,c#
5,41543,html
4,41543,.net
4,41543,asp.net
3,41543,vb.net
2,41543,asp.net-mvc
2,41543,exception-handling
2,41543,javascript
2,41543,sql-server
1,41543,tsql
29,13263,objective-c
13,13263,.net
11,13263,c#
7,13263,asp.net
6,13263,jquery
5,13263,python
4,13263,javascript
4,13263,c++
3,13263,java
3,13263,google-app-engine
116,112671,java
24,112671,eclipse
20,112671,spring
9,112671,hibernate
8,112671,multithreading
6,112671,mysql
6,112671,tomcat
5,112671,php
5,112671,linux
4,112671,junit
1,29347,css
1,29347,javascript
1,29347,python
1,29347,html
134,168225,c++
9,168225,windows
8,168225,c
8,168225,c#
6,168225,visual-c++
5,168225,objective-c
4,168225,osx
3,168225,recursion
3,168225,linux
2,168225,multithreading
6,1892,php
6,1892,c++
5,1892,linux
4,1892,javascript
3,1892,java
2,1892,c#
2,1892,open-source
2,1892,mysql
1,1892,xpath
1,1892,filesystems
3,23512,java
3,23512,windows
3,23512,c
2,23512,sql-server
2,23512,python
2,23512,.net
2,23512,linux
2,23512,c++
2,23512,cross-platform
2,23512,php
1,156427,osx
1,156427,python
41,7370,jquery
21,7370,php
17,7370,javascript
7,7370,mysql
4,7370,html
3,7370,ajax
1,7370,css
1,7370,database
1,7370,query-string
1,7370,zend-framework
7,96982,functional-programming
2,96982,c#
1,96982,multithreading
1,96982,visual-c++
1,96982,python
1,96982,c++
1,96982,recursion
1,96982,.net
105,155693,c++
9,155693,c
3,155693,visual-c++
3,155693,python
2,155693,algorithm
2,155693,optimization
1,155693,c#
1,155693,data-structures
1,155693,error-handling
1,155693,java
1,135199,php
1,135199,java-me
32,115145,java
7,115145,sqlite
6,115145,database
2,115145,multithreading
1,115145,c#
1,115145,data-structures
1,115145,html
1,115145,eclipse
1,115145,cross-platform
1,115145,frameworks
8,97777,java
1,97777,c
17,8655,javascript
11,8655,css
11,8655,html
3,8655,jquery
2,8655,c#
2,8655,php
1,8655,vb.net
1,8655,asp.net
1,8655,java
1,8655,linux
11,43217,javascript
10,43217,c#
7,43217,asp.net
5,43217,asp.net-mvc
5,43217,.net
3,43217,jquery
2,43217,linq-to-sql
1,43217,javascript-events
1,43217,graphics
1,43217,data-binding
10,95725,java
2,95725,google-app-engine
1,95725,java-ee
1,95725,data-structures
1,95725,project-management
1,95725,javac
1,95725,multithreading
1,95725,spring
1,95725,eclipse
295,13531,java
6,13531,eclipse
6,13531,multithreading
6,13531,jar
5,13531,data-structures
5,13531,optimization
4,13531,jframe
4,13531,c#
4,13531,c++
3,13531,javascript
5,27678,asp.net
2,27678,c++
2,27678,c#
1,27678,java
1,27678,recursion
35,78162,c#
15,78162,.net
12,78162,vb.net
8,78162,linq-to-sql
3,78162,sql
2,78162,tsql
2,78162,sql-server
1,78162,java
1,78162,data-structures
1,78162,optimization
5,97688,java
2,97688,opengl
1,97688,c++
1,97688,c#
1,97688,c
15,13281,javascript
11,13281,html
11,13281,css
10,13281,php
5,13281,asp.net
5,13281,ajax
4,13281,mysql
3,13281,jquery
2,13281,asp.net-mvc
2,13281,algorithm
33,30018,sql
19,30018,sql-server
16,30018,c#
12,30018,database-design
12,30018,asp.net
10,30018,mysql
10,30018,database
10,30018,tsql
9,30018,.net
6,30018,sql-server-2005
42,108741,html
40,108741,css
31,108741,javascript
25,108741,python
7,108741,windows
6,108741,php
6,108741,linux
6,108741,jquery
5,108741,asp.net
5,108741,c#
25,18866,python
3,18866,linux
2,18866,project-management
1,18866,deployment
1,18866,php
1,18866,linq-to-sql
1,18866,windows
1,18866,optimization
1,18866,vb.net
138,64960,c++
20,64960,c
13,64960,multithreading
13,64960,c#
12,64960,windows
10,64960,visual-c++
5,64960,algorithm
4,64960,java
3,64960,.net
3,64960,exception-handling
8,7585,sql
8,7585,sql-server
6,7585,sql-server-2005
5,7585,xpath
4,7585,asp.net
3,7585,javascript
3,7585,html
3,7585,tsql
2,7585,c#
1,7585,vb.net
1,124092,c
10,10778,c#
9,10778,.net
7,10778,javascript
6,10778,asp.net
3,10778,css
3,10778,asp.net-mvc
2,10778,sql
2,10778,c++
2,10778,algorithm
2,10778,html
23,21974,c++
14,21974,linux
6,21974,java
4,21974,css
4,21974,algorithm
4,21974,opengl
4,21974,c
3,21974,windows
3,21974,optimization
2,21974,open-source
20,86937,php
7,86937,css
6,86937,html
6,86937,jquery
5,86937,javascript
2,86937,mysql
2,86937,jquery-selectors
1,86937,wordpress
1,86937,cross-browser
1,86937,java
16,191837,php
8,191837,mysql
5,191837,javascript
5,191837,sql
3,191837,jquery
2,191837,database-design
2,191837,database
1,191837,data-modeling
1,191837,zend-framework
1,191837,algorithm
1,94169,c#
1,94169,sql-server
1,94169,.net
7,1575281,c++
2,1575281,c#
1,1575281,open-source
1,1575281,python
27,71059,c#
12,71059,.net
8,71059,sql-server
7,71059,sql
7,71059,tsql
7,71059,sql-server-2005
6,71059,algorithm
6,71059,xpath
5,71059,vb.net
3,71059,vb6
37,748,c#
27,748,.net
7,748,c++
5,748,windows
5,748,c
3,748,multithreading
3,748,java
3,748,vb.net
2,748,windows-services
2,748,visual-c++
5,22710,asp.net
3,22710,c#
2,22710,javascript
1,22710,css
1,22710,.net
1,236743,java
1,236743,error-handling
127,131527,python
82,131527,linux
57,131527,php
22,131527,windows
6,131527,html
3,131527,osx
3,131527,mysql
2,131527,java
2,131527,sql-server
2,131527,c++
6,191526,jquery
4,191526,php
3,191526,javascript
2,191526,html
2,191526,css
46,210578,jquery
16,210578,javascript
6,210578,css
3,210578,html
2,210578,ajax
2,210578,jquery-selectors
2,210578,php
1,210578,jquery-ui
1,210578,javascript-events
1,210578,optimization
1,17089,sql-server
1,17089,database
1,155187,jquery
5,206720,javascript
4,206720,php
3,206720,jquery
1,206720,asp.net
1,206720,jquery-selectors
1,206720,indexing
1,206720,java
1,206720,c#
1,206720,html
22,49713,java
12,49713,c#
7,49713,.net
6,49713,c++
5,49713,sql
5,49713,xpath
4,49713,php
4,49713,python
4,49713,windows
4,49713,c
34,20402,c#
25,20402,.net
22,20402,c++
7,20402,sql
6,20402,java
5,20402,windows
4,20402,asp.net
3,20402,sql-server
3,20402,multithreading
2,20402,sql-server-2005
9,601581,python
1,601581,.net
2,13992,python
1,13992,c
4,23616,asp.net
3,23616,c#
2,23616,sql-server
1,23616,vb.net
1,23616,optimization
1,23616,deployment
1,23616,ajax
1,23616,google-app-engine
1,23616,jquery-ui
1,23616,sql
1,170333,jquery
1,170333,ajax
1,170333,windows
70,37881,jquery
57,37881,c#
44,37881,javascript
38,37881,asp.net
24,37881,.net
20,37881,css
17,37881,html
8,37881,vb.net
7,37881,entity-framework
7,37881,xaml
33,62931,objective-c
2,62931,graphics
2,62931,multithreading
2,62931,osx
1,62931,software-engineering
1,62931,javascript
1,62931,php
1,192510,html
1,192510,algorithm
1,192510,.net
1,192510,java
1,41782,sql
1,41782,sql-server
1,41782,jquery
1,188715,python
1,188715,osx
1,188715,indexing
3,210421,java
1,210421,hibernate
1,210421,eclipse
1,210421,sqlite
1,210421,mysql
2,104149,windows-installer
50,95710,sql-server
22,95710,sql
16,95710,sql-server-2005
6,95710,mysql
4,95710,tsql
3,95710,database
2,95710,php
2,95710,.net
1,95710,jquery
1,95710,postgresql
2,94559,asp.net-mvc
1,94559,entity-framework
62,8026,java
13,8026,spring
10,8026,jsp
9,8026,eclipse
3,8026,frameworks
3,8026,c#
3,8026,java-ee
3,8026,asp.net
2,8026,.net
2,8026,model-view-controller
230,8155,c#
123,8155,sql
96,8155,.net
85,8155,linq-to-sql
70,8155,sql-server
23,8155,tsql
20,8155,asp.net
16,8155,vb.net
14,8155,sql-server-2005
12,8155,optimization
1,47961,c#
1,47961,.net
17,14971,mysql
15,14971,php
14,14971,javascript
7,14971,sql
5,14971,database
5,14971,ajax
4,14971,jquery
3,14971,database-design
3,14971,optimization
3,14971,java
35,718,c#
28,718,.net
6,718,windows
5,718,vb.net
3,718,java
3,718,recursion
3,718,asp.net-mvc
2,718,functional-programming
2,718,asp.net
2,718,linux
17,116166,windows-installer
9,116166,windows
6,116166,c#
5,116166,.net
2,116166,c++
1,116166,vb.net
1,116166,java
1,116166,assembly
1,116166,deployment
1,116166,windows-vista
7,125278,c++
4,125278,c#
3,125278,php
2,125278,.net
1,125278,vb6
1,125278,indexing
1,125278,python
1,125278,asp.net
1,125278,algorithm
1,125278,sql
19,41596,php
9,41596,c#
5,41596,html
5,41596,javascript
5,41596,asp.net
4,41596,mysql
3,41596,jquery
3,41596,.net
2,41596,css
2,41596,python
35,72312,c++
14,72312,python
9,72312,opengl
8,72312,windows
4,72312,multithreading
3,72312,c#
3,72312,.net
2,72312,django-models
2,72312,database
2,72312,algorithm
8,174375,asp.net
3,174375,javascript
1,174375,cross-browser
1,174375,c#
1,174375,sql-server
1,174375,ajax
1,174375,asp.net-ajax
1,162407,visual-c++
1,162407,html
39,19165,php
9,19165,mysql
2,19165,error-handling
2,19165,recursion
2,19165,asp.net
2,19165,html
1,19165,deployment
1,19165,jquery
1,19165,javascript
1,19165,sql
6,99492,c#
2,99492,vb.net
1,99492,html
1,99492,postgresql
1,99492,algorithm
1,99492,asp.net
1,99492,javascript
1,99492,sql
1,99492,windows-vista
1,99492,windows
3,214790,java
1,214790,eclipse
1,214790,junit
2,11480,c#
1,11480,sql
1,11480,asp.net
1,11480,windows
1,11480,multithreading
1,11480,windows-vista
1,11480,javascript
4,49849,php
3,49849,javascript
3,49849,html
2,49849,css
2,49849,windows
2,49849,python
1,49849,c++
1,49849,zend-framework
1,49849,vb.net
1,49849,.net
69,64203,c#
23,64203,.net
9,64203,css
8,64203,javascript
8,64203,jquery
7,64203,html
4,64203,sql
2,64203,sql-server
2,64203,asp.net
2,64203,vb.net
1,36680,jquery-ui
1,36680,css
1,36680,php
1,36680,jquery
1,36680,wordpress
12,79061,php
5,79061,mysql
3,79061,c#
1,79061,recursion
1,79061,silverlight
1,79061,python
1,79061,asp.net
1,79061,sql
1,79061,windows
1,79061,java
20,4977,python
19,4977,c#
15,4977,.net
10,4977,c
10,4977,c++
9,4977,assembly
5,4977,java
4,4977,osx
4,4977,opengl
4,4977,algorithm
30,115481,php
12,115481,jquery
9,115481,css
9,115481,javascript
6,115481,html
3,115481,mysql
3,115481,windows
2,115481,jsp
2,115481,cross-browser
1,115481,optimization
57,12601,asp.net
38,12601,c#
22,12601,.net
4,12601,data-binding
3,12601,css
2,12601,vb.net
2,12601,sql
1,12601,asp.net-ajax
1,12601,sql-server
1,12601,webforms
19,158595,c#
9,158595,asp.net
8,158595,.net
5,158595,javascript
3,158595,php
2,158595,linq-to-sql
2,158595,entity-framework
2,158595,mysql
2,158595,c++
2,158595,asp.net-mvc
4,13370,c#
2,13370,asp.net
2,13370,sql-server-2005
2,13370,.net
2,13370,sql
2,13370,sql-server
1,13370,javascript-events
1,13370,mysql
3,103568,asp.net
1,103568,nhibernate
1,103568,javascript
1,103568,vb.net
1,103568,c#
1,103568,cross-browser
1,103568,.net
1,103568,data-binding
2,23666,html
1,23666,javascript
1,23666,css
1,23666,webforms
1,23666,html5
47,118959,c#
22,118959,.net
22,118959,c++
13,118959,java
9,118959,c
7,118959,css
6,118959,windows
5,118959,python
5,118959,html
3,118959,vb.net
15,149190,c#
7,149190,.net
2,149190,multithreading
1,149190,frameworks
1,149190,c++
202,113794,c#
82,113794,asp.net
79,113794,.net
26,113794,javascript
23,113794,vb.net
21,113794,sql-server
20,113794,sql
15,113794,php
15,113794,xpath
14,113794,html
451,37213,java
84,37213,spring
52,37213,c#
50,37213,mysql
46,37213,sql
42,37213,database
37,37213,c++
36,37213,java-ee
36,37213,hibernate
30,37213,.net
15,25920,java
5,25920,multithreading
4,25920,c#
3,25920,c
2,25920,opengl
2,25920,c++
2,25920,silverlight
1,25920,api
1,25920,graphics
1,25920,eclipse
166,111335,c#
135,111335,c++
78,111335,.net
45,111335,c
28,111335,java
13,111335,xpath
13,111335,visual-c++
13,111335,vb.net
9,111335,python
8,111335,linq-to-sql
47,3171,python
37,3171,java
21,3171,windows
13,3171,c#
12,3171,database
10,3171,sql
9,3171,javascript
8,3171,html
7,3171,mysql
6,3171,linux
2,16794,project-management
2,16794,sql-server
1,16794,linux
1,16794,c++
1,16794,c#
1,16794,data-structures
1,16794,vb.net
1,16794,database
1,16794,windows
1,16794,sql
9,171006,c++
3,171006,windows
3,171006,c
1,171006,javascript
1,171006,c#
1,171006,algorithm
1,171006,java
1,171006,python
4,166476,java
2,166476,javascript
1,166476,javascript-events
1,166476,sql
66,11995,php
23,11995,mysql
21,11995,zend-framework
9,11995,sql
8,11995,html
8,11995,css
5,11995,database
5,11995,ajax
4,11995,javascript
4,11995,jquery
1,16957,sql
22,18811,c#
11,18811,.net
4,18811,asp.net
3,18811,linq-to-sql
3,18811,asp.net-mvc
3,18811,silverlight
2,18811,javascript
2,18811,vb.net
2,18811,php
1,18811,python
5,102482,c#
2,102482,software-engineering
2,102482,.net
1,102482,c++
1,102482,windows
1,102482,python
1,102482,nhibernate
24,22595,python
4,22595,java
3,22595,c#
3,22595,postgresql
3,22595,windows
3,22595,sql
3,22595,asp.net
1,22595,plsql
1,22595,database
1,22595,php
61,101811,php
31,101811,javascript
23,101811,mysql
22,101811,jquery
18,101811,css
13,101811,zend-framework
13,101811,html
11,101811,sql
2,101811,java
2,101811,javascript-events
6,18093,java
1,18093,exception-handling
1,18093,logging
1,18093,c#
1,18093,eclipse
1,18093,c
60,115866,python
6,115866,algorithm
5,115866,c++
4,115866,c#
4,115866,php
3,115866,c
3,115866,mysql
3,115866,database
2,115866,linux
2,115866,javascript
2,165668,sql
1,165668,mysql
1,165668,sql-server
15,67386,c#
14,67386,.net
4,67386,asp.net
4,67386,c++
3,67386,api
2,67386,project-management
2,67386,php
1,67386,linux
1,67386,vb6
1,67386,algorithm
10,143476,r
1,143476,python
28,206302,php
8,206302,mysql
3,206302,database
2,206302,java
2,206302,c++
2,206302,c
1,206302,.net
1,206302,frameworks
1,206302,jsp
1,206302,sql
10,19268,c#
7,19268,.net
3,19268,java
2,19268,sql
2,19268,vb.net
2,19268,sql-server
2,19268,asp.net-mvc
2,19268,algorithm
1,19268,nhibernate
1,19268,database
1,121646,frameworks
1,121646,php
1,121646,javascript
1,121646,objective-c
23,51103,c++
3,51103,c
1,51103,multithreading
1,51103,javascript
1,51103,python
1,51103,windows
3,157027,java
1,11799,c#
1,11799,silverlight
1,11799,.net
1,11799,windows-vista
1,11799,linq-to-sql
25,36384,c++
12,36384,c
7,36384,php
7,36384,algorithm
7,36384,c#
5,36384,linux
4,36384,windows
3,36384,visual-c++
3,36384,.net
3,36384,mysql
156,72631,c++
39,72631,c
9,72631,algorithm
6,72631,optimization
5,72631,visual-c++
